utimesec    2254.652000
stimesec    5.632000
ru_maxrss   759656
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   1128210
ru_majflt   0
ru_nswap    0
ru_inblock  6040
ru_oublock  24
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    1339
ru_nivcsw   1281
